번호,시도,시군구명,개방서비스명,개방서비스ID,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지지번주소,소재지도로명주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,경도,위도,의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자
37,강원도,원주시,의원,01_01_02_P,4190000,PHMA119904190023041100002,19900305,,3,폐업,3,폐업,20120305,,,,033-763-2383,,220901,강원도 원주시 원동 202번지,강원도 원주시 일산로 66 (원동),,광제한의원,2.01203E+13,I,59:59.0,한의원,127.9493338,37.3432601,한의원,1,0,0,0,114 115,비뇨의학과  피부과,,,,0,0,,,0,
38,강원도,원주시,의원,01_01_02_P,4190000,PHMA119904190023041100004,19900414,,3,폐업,3,폐업,20161107,,,,033-763-7878,,220931,강원도 원주시 개운동 290번지 16호,강원도 원주시 남원로 622  3층 (개운동),26446,일신산부인과의원,2.01611E+13,I,59:59.0,의원,127.9512851,37.33567538,의원,1,0,0,22,110,산부인과,,,,0,0,,,0,
39,강원도,원주시,의원,01_01_02_P,4190000,PHMA119954190023041100006,19950511,,3,폐업,3,폐업,20091201,,,,033-742-5001,,220956,강원도 원주시 일산동 51번지 2호,강원도 원주시 원일로 135 (일산동),,연세심영상의학과의원,2.00912E+13,I,59:59.0,의원,127.9467736,37.3481818,의원,1,0,0,0,116 101,내과  영상의학과,,,,0,0,,,0,
40,강원도,원주시,의원,01_01_02_P,4190000,PHMA119954190023041100007,19950722,,3,폐업,3,폐업,20180608,,,,033-7337505,,220937,강원도 원주시 단계동 803번지 -2,강원도 원주시 무실로 178  2층 (단계동  원주원예농협 하나로클럽),26434,연세치과의원,2.01807E+13,I,59:59.0,치과의원,127.9393971,37.34137215,치과의원,1,0,0,132,401,치과,,,,0,0,,,0,
41,강원도,원주시,의원,01_01_02_P,4190000,PHMA120074190023041100030,20071228,,3,폐업,3,폐업,20101223,,,,033-747-2875,,220950,강원도 원주시 봉산동 1194번지 -3,강원도 원주시 행구로 77 (봉산동),220950,하얀이치과의원,2.01308E+13,I,59:59.0,치과의원,127.9637727,37.33909905,치과의원,1,0,0,0,401,치과,,,,0,0,,,0,
42,강원도,원주시,의원,01_01_02_P,4190000,PHMA120044190023041100003,20040319,,3,폐업,3,폐업,20160229,,,,033-764-8275,,220902,강원도 원주시 원동 246번지 5호,강원도 원주시 무실로 43  3층 (원동),26432,박산부인과의원,2.01602E+13,I,59:59.0,의원,127.9475267,37.34392679,의원,2,3,3,155.78,110,산부인과,,,,0,0,,,0,
43,강원도,원주시,의원,01_01_02_P,4190000,PHMA120044190023041100008,20040423,,3,폐업,3,폐업,20090113,,,,033-735-1073,,220000,강원도 원주시 중앙동118-8,,,해록한의원,2.00901E+13,I,59:59.0,한의원,,,한의원,1,0,0,154.6,301 304 307 308 305 302 306 303,한방소아과  한방재활의학과  한방부인과  한방신경정신과  침구과  사상체질과  한방안·이비인후·피부과  한방내과,,,,0,0,,,0,
44,강원도,원주시,의원,01_01_02_P,4190000,PHMA120044190023041100012,20040604,,3,폐업,3,폐업,20081224,,,,033-744-7575,,220000,강원도 원주시 평원동198-20(2층),강원도 원주시 평원로 58 (평원동),220020,성모치과의원,2.01308E+13,I,59:59.0,치과의원,127.950643,37.34834838,치과의원,1,0,0,0,401,치과,,,,0,0,,,0,
45,강원도,원주시,의원,01_01_02_P,4190000,PHMA120044190023041100022,20041217,,3,폐업,3,폐업,20081117,,,,033-765-1104,,220000,강원도 원주시 원동 278-1 원동프라자3층,강원도 원주시 무실로 113 (원동),220902,백세메디칼재활의학과의원,2.01308E+13,I,59:59.0,의원,127.9429813,37.34115822,의원,1,0,0,244,201,구강악안면외과,,,,0,0,,,0,
46,강원도,원주시,의원,01_01_02_P,4190000,PHMA120054190023041100002,20050201,,3,폐업,3,폐업,20181031,,,,033-740-1764,,,,강원도 원주시 소초면 북원로 3333,26304,국군원주의원,2.0181E+13,U,35:40.0,의원,,,의원,8,0,0,1407.82,101 103 104 105 106 112 113 114 116 119,진단검사의학과  영상의학과  피부과  이비인후과  안과  신경외과  정형외과  외과  정신건강의학과  내과,,,,0,0,,,0,
47,강원도,원주시,의원,01_01_02_P,4190000,PHMA120054190023041100006,20050325,,3,폐업,3,폐업,20110201,,,,033-735-7597,,220961,강원도 원주시 태장2동 1374번지 -1,강원도 원주시 흥양로51번길 5 (태장동 -1),,유앤미한의원,2.01209E+13,I,59:59.0,한의원,127.9519286,37.38145488,한의원,1,0,0,147.4,201,구강악안면외과,,,,0,0,,,0,
48,강원도,원주시,의원,01_01_02_P,4190000,PHMA120054190023041100024,20051124,,3,폐업,3,폐업,20090831,,,,033-761-1454,,220000,강원도 원주시 단구동 1599-6,강원도 원주시 서원대로 502 (단구동),220944,손앤박소아청소년과의원,2.01308E+13,I,59:59.0,의원,127.9575565,37.32207285,의원,2,0,0,82.24,111,소아청소년과,,,,0,0,,,0,
49,강원도,원주시,의원,01_01_02_P,4190000,PHMA120054190023041100017,20050715,,3,폐업,3,폐업,20170212,,,,033-761-7585,,220944,강원도 원주시 단구동 1512번지 -1,강원도 원주시 서원대로 406  5층 (단구동  리더스타워),26484,아이튼튼소아청소년과의원,2.01702E+13,I,59:59.0,의원,127.9489603,37.32738598,의원,1,0,0,101.66,111,소아청소년과,,,,0,0,,,0,
50,강원도,원주시,의원,01_01_02_P,4190000,PHMA120064190023041100002,20060116,,3,폐업,3,폐업,20090501,,,,033-766-7528,,220000,강원도 원주시 단구동1512-2,강원도 원주시 서원대로 408 (단구동),220944,고은아이치과의원,2.01308E+13,I,59:59.0,치과의원,127.9492786,37.3271709,치과의원,1,0,0,0,401,치과,,,,0,0,,,0,
51,강원도,원주시,의원,01_01_02_P,4190000,PHMA119964190023041100008,19960928,,3,폐업,3,폐업,20130122,,,,033-745-8266,,220020,강원도 원주시 평원동 198번지 -16,,,대성한의원,2.01301E+13,I,59:59.0,한의원,,,한의원,1,0,0,0,101 111 110,산부인과  소아청소년과  내과,,,,0,0,,,0,
52,강원도,원주시,의원,01_01_02_P,4190000,PHMA119964190023041100010,19961017,,3,폐업,3,폐업,20121217,,,,033-766-7889,,220947,강원도 원주시 명륜1동 277번지 2호,,,우성애의원,2.01212E+13,I,59:59.0,의원,127.9496823,37.3339412,의원,1,4,4,0,102 103,정신건강의학과  신경과,,,,0,0,,,0,
53,강원도,원주시,의원,01_01_02_P,4190000,PHMA119964190023041100012,19961205,,3,폐업,3,폐업,20110909,,,,033-735-0264,,220806,강원도 원주시 문막읍 문막리 481번지 1호,강원도 원주시 문막읍 원문로 1852,,문막정형외과의원,2.01204E+13,I,59:59.0,의원,127.8163584,37.30596145,의원,1,8,28,0,105 104 106 101 111 122,가정의학과  소아청소년과  내과  신경외과  외과  정형외과,,,,0,0,,,0,
54,강원도,원주시,의원,01_01_02_P,4190000,PHMA119944190023041100004,19941230,,3,폐업,3,폐업,20130219,,,,033-743-8115,,220904,강원도 원주시 중앙동 95번지,강원도 원주시 중평길 28 (중앙동),,부부의원,2.01302E+13,I,59:59.0,의원,127.9503183,37.34704214,의원,2,0,0,0,101 104 111 116 110,산부인과  영상의학과  소아청소년과  외과  내과,,,,0,0,,,0,
55,강원도,원주시,의원,01_01_02_P,4190000,PHMA120064190023041100013,20060616,,3,폐업,3,폐업,20180820,,,,033-734-7555,,,강원도 원주시 우산동 227번지 -13,강원도 원주시 우산로 40 (우산동),26342,미래한의원,2.01808E+13,I,59:59.0,한의원,127.9360478,37.36516968,한의원,1,0,0,120,301 302 303 304 305 306 307 308,침구과  사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
56,강원도,원주시,의원,01_01_02_P,4190000,PHMA120034190023041100016,20031010,,3,폐업,3,폐업,20131031,,,,033-735-7591,,220961,강원도 원주시 태장2동 1401번지 1호,강원도 원주시 북원로 2660 (태장동),,태장연세정형외과의원,2.0131E+13,I,59:59.0,의원,127.9464224,37.37809779,의원,2,0,0,683.9,105 101 111 106 115 113 114,피부과  이비인후과  비뇨의학과  신경외과  소아청소년과  내과  정형외과,,,,0,0,,,0,
57,강원도,원주시,의원,01_01_02_P,4190000,PHMA120034190023041100017,20031018,,3,폐업,3,폐업,20150302,,,,033-743-1075,,220937,강원도 원주시 단계동 514번지 -3,강원도 원주시 원문로 168 (단계동),220935,삼대한의원,2.01503E+13,I,59:59.0,한의원,127.9305404,37.3534428,한의원,1,0,0,152,301 304 307 308 305 302 303 306,한방재활의학과  한방소아과  한방부인과  한방신경정신과  침구과  사상체질과  한방안·이비인후·피부과  한방내과,,,,0,0,,,0,
58,강원도,원주시,의원,01_01_02_P,4190000,PHMA120034190023041100018,20031108,,3,폐업,3,폐업,20170517,,,,033-762-4680,,220948,강원도 원주시 명륜2동 846번지 2호,강원도 원주시 남원로 441-2 (명륜동),26482,서원주연합의원,2.01706E+13,I,59:59.0,의원,127.9400612,37.3228269,의원,1,0,0,0,101 113 111 114 105,정형외과  피부과  소아청소년과  이비인후과  내과,,,,0,0,,,0,
59,강원도,원주시,의원,01_01_02_P,4190000,PHMA120034190023041100019,20031113,,3,폐업,3,폐업,20170501,,,,033-735-3232,,,강원도 원주시 문막읍 동화리 1542번지 9호,강원도 원주시 문막읍 왕건로 48,26368,솔솔의원,2.01705E+13,I,59:59.0,의원,127.828504,37.32102374,의원,1,0,0,141,114 113 111 101,내과  소아청소년과  이비인후과  피부과,,,,0,0,,,0,
60,강원도,원주시,의원,01_01_02_P,4190000,PHMA120044190023041100001,20040211,,3,폐업,3,폐업,20191226,,,,033-766-7675,,220944,강원도 원주시 단구동 1512번지 1호,강원도 원주시 서원대로 406  5층 (단구동  리더스타워),26484,마음편한정신과의원,2.01912E+13,U,40:00.0,의원,127.9489603,37.32738598,의원,1,0,0,132,103 101,내과  정신건강의학과,,,,0,0,,,0,
61,강원도,원주시,의원,01_01_02_P,4190000,PHMA120044190023041100020,20041112,,3,폐업,3,폐업,20180226,,,,033-734-0211,,220800,강원도 원주시 문막읍 249번지 5호,강원도 원주시 문막읍 원문로 1883,26373,문막우리한의원,2.01803E+13,I,59:59.0,한의원,127.8159679,37.30692502,한의원,1,0,0,102.09,301 302 303 304 305 306 307 308,침구과  사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
62,강원도,원주시,의원,01_01_02_P,4190000,PHMA120044190023041100021,,,3,폐업,3,폐업,20110530,,,,033-743-7527,,220150,강원도 원주시 무실동 1641번지 -6 에이스타워 302호,강원도 원주시 시청로 74 (무실동),220150,플러스서울치과의원,2.01308E+13,I,59:59.0,치과의원,127.9263484,37.33416641,치과의원,1,0,0,0,401,치과,,,,0,0,,,0,
63,강원도,원주시,의원,01_01_02_P,4190000,PHMA120054190023041100003,20050201,,3,폐업,3,폐업,20181031,,,,033-740-1764,,,강원도 원주시 소초면 의관리 산 41번지 사서함,강원도 원주시 소초면 북원로 3333,26304,국군원주치과의원,2.0181E+13,U,35:40.0,치과의원,,,치과의원,2,0,0,0,401,치과,,,,0,0,,,0,
64,강원도,원주시,의원,01_01_02_P,4190000,PHMA120054190023041100005,20050318,,3,폐업,3,폐업,20161205,,,,033-761-2275,,220862,강원도 원주시 신림면 신림리 693번지 6호 2층,강원도 원주시 신림면 치악로 8  2층,26506,신림미소치과의원,2.01612E+13,I,59:59.0,치과의원,128.0814982,37.22661447,치과의원,1,0,0,193,401,치과,,,,0,0,,,0,
65,강원도,원주시,의원,01_01_02_P,4190000,PHMA120074190023041100004,20070323,,3,폐업,3,폐업,20160718,,,,033-761-7513,,220934,강원도 원주시 관설동 1463번지 8호,강원도 원주시 치악로 1557 (관설동),,경희연한의원,2.01607E+13,I,59:59.0,한의원,127.9620159,37.31947683,한의원,1,0,0,57.26,301 302 303 304 305 306 307 308,침구과  사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
66,강원도,원주시,의원,01_01_02_P,4190000,PHMA120074190023041100016,20070809,,3,폐업,3,폐업,20111215,,,,033-764-0675,,220944,강원도 원주시 단구동 1515번지 -3,강원도 원주시 남원로534번길 18 (단구동),220944,진솔한의원,2.01308E+13,I,59:59.0,한의원,127.9479663,37.32758378,한의원,1,0,0,160,301 302 303 304 305 306 307 308,침구과  사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
69,강원도,원주시,의원,01_01_02_P,4190000,PHMA120064190023041100017,20060720,,3,폐업,3,폐업,20111031,,,,033-761-2842,,220901,강원도 원주시 원동 58번지 1호  마노벨라빌딩 4층,강원도 원주시 원일로 57 (원동),220901,스카이치과의원,2.0111E+13,I,59:59.0,치과의원,127.9509704,37.34441466,치과의원,2,0,0,0,401,치과,,,,0,0,,,0,
70,강원도,원주시,의원,01_01_02_P,4190000,PHMA120064190023041100019,20060728,,3,폐업,3,폐업,20081124,,,,033-900-8275,,220000,강원도 원주시 평원동 310-14,강원도 원주시 평원로 46 (평원동),220020,현대의원,2.01308E+13,I,59:59.0,의원,127.9517441,37.34745953,의원,1,0,0,410,105 106 104 120 101 111 115 113,이비인후과  비뇨의학과  소아청소년과  내과  재활의학과  외과  신경외과  정형외과,,,,0,0,,,0,
71,강원도,원주시,의원,01_01_02_P,4190000,PHMA120064190023041100020,20060731,,3,폐업,3,폐업,20120625,,,,033-765-2804,,220934,강원도 원주시 관설동 1675번지 -8,강원도 원주시 단관길 125 (관설동),220934,우리치과의원,2.01308E+13,I,59:59.0,치과의원,127.9590581,37.31752221,치과의원,1,0,0,0,401,치과,,,,0,0,,,0,
72,강원도,원주시,의원,01_01_02_P,4190000,PHMA120064190023041100021,20060904,,3,폐업,3,폐업,20081130,,,,033-733-2277,,220000,강원도 원주시 중앙동 45,강원도 원주시 평원로 63 (중앙동),220904,중앙외과의원,2.01308E+13,I,59:59.0,의원,127.9496679,37.34842697,의원,1,3,5,0,104 105 114 115 101,내과  비뇨의학과  피부과  정형외과  외과,,,,0,0,,,0,
73,강원도,원주시,의원,01_01_02_P,4190000,PHMA120164190023041100010,20160812,,3,폐업,3,폐업,20190906,,,,033-733-2426,,,강원도 원주시 무실동 1857번지 26호,강원도 원주시 능라동길 3 (무실동),26392,우리마을소아청소년과 가정의학과의원,2.01909E+13,U,40:00.0,의원,127.9254936,37.3287557,의원,3,0,0,146.48,122 113 111 101,내과  소아청소년과  이비인후과  가정의학과,,,,0,0,,,0,
74,강원도,원주시,의원,01_01_02_P,4190000,PHMA120074190023041100014,20070620,,3,폐업,3,폐업,20090311,,,,033-761-0075,,220000,강원도 원주시 신림면 신림693-12,,,신림한의원,2.00903E+13,I,59:59.0,한의원,,,한의원,1,0,0,90,301 302 303 304 305 306 307 308,침구과  사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
75,강원도,원주시,의원,01_01_02_P,4190000,PHMA120074190023041100021,20071022,,3,폐업,3,폐업,20110405,,,,033-748-0101,,220963,강원도 원주시 학성동 430번지 -9,강원도 원주시 원일로 216 (학성동),220963,한양의원,2.01308E+13,I,59:59.0,의원,127.9437726,37.35308391,의원,1,8,29,0,104 101 114 113 115,비뇨의학과  이비인후과  피부과  내과  외과,,,,0,0,,,0,
76,강원도,원주시,의원,01_01_02_P,4190000,PHMA120074190023041100022,20071022,,3,폐업,3,폐업,20170213,,,,033-746-9309,,220957,강원도 원주시 일산동 217번지 9호,강원도 원주시 천사로 205-5 (일산동),26417,원주성모의원,2.01702E+13,I,59:59.0,의원,127.9455781,37.34866818,의원,1,9,28,960,105 120 106 122 104,외과  가정의학과  신경외과  재활의학과  정형외과,,,,0,0,,,0,
77,강원도,원주시,의원,01_01_02_P,4190000,PHMA120074190023041100023,20071030,,3,폐업,3,폐업,20110602,,,,033-742-3010,,220020,강원도 원주시 평원동 198번지 -14,강원도 원주시 평원로 48 (평원동),220020,서울한의원,2.01308E+13,I,59:59.0,한의원,127.9509534,37.34772773,한의원,1,0,0,66.5,301 302 303 304 305 306 307 308,침구과  사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
78,강원도,원주시,의원,01_01_02_P,4190000,PHMA120074190023041100024,20071108,,3,폐업,3,폐업,20120220,,,,033-765-2558,,220901,강원도 원주시 원동 14번지 -1,강원도 원주시 감영길 12 (평원동),220020,삼화당한의원,2.01308E+13,I,59:59.0,한의원,127.9493453,37.34429648,한의원,1,0,0,0,301 302 303 304 305 306 307 308,침구과  사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
79,강원도,원주시,의원,01_01_02_P,4190000,PHMA120074190023041100028,20071221,,3,폐업,3,폐업,20081111,,,,033-765-2851,,220000,강원도 원주시 단구동1512-3,강원도 원주시 서원대로 410 (단구동),220944,로스윌서울이싫어서내려온치의원,2.01308E+13,I,59:59.0,치과의원,127.9495884,37.32696348,치과의원,1,0,0,0,201,구강악안면외과,,,,0,0,,,0,
80,강원도,원주시,의원,01_01_02_P,4190000,PHMA120074190023041100029,20071224,,3,폐업,3,폐업,20181017,,,,033-765-2884,,,,강원도 원주시 남원로 441-2  202호 (명륜동),26482,미플란트치과의원,2.0181E+13,U,35:39.0,치과의원,127.9400612,37.3228269,치과의원,1,0,0,165,401,치과,,,,0,0,,,0,
81,강원도,원주시,의원,01_01_02_P,4190000,PHMA120074190023041100009,20070418,,3,폐업,3,폐업,20120406,,,,033-901-7582,,220041,강원도 원주시 명륜1동 90번지 9호 원일빌딩 201호,강원도 원주시 남원로 659-2 (명륜동 원일빌딩 201호),,대장금한의원,2.01204E+13,I,59:59.0,한의원,127.9531099,37.33899538,한의원,1,0,0,112.6,301 302 303 304 305 306 307 308,침구과  사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
67,강원도,원주시,의원,01_01_02_P,4190000,PHMA120074190023041100017,20070813,,3,폐업,3,폐업,20110405,,,,033-748-8271,,220903,강원도 원주시 중앙동 35번지 -2,강원도 원주시 평원로 77 (중앙동),220904,소망의원,2.01308E+13,I,59:59.0,의원,127.9487747,37.34923129,의원,2,0,0,818.92,101 106 105 108 104 109,마취통증의학과  외과  성형외과  정형외과  신경외과  내과,,,,0,0,,,0,
68,강원도,원주시,의원,01_01_02_P,4190000,PHMA120074190023041100018,20070928,,3,폐업,3,폐업,20090528,,,,033-745-1775,,220000,강원도 원주시 단계동 881,강원도 원주시 서원대로 158 (단계동),220100,뮤즈의원,2.01308E+13,I,59:59.0,의원,127.9284868,37.34124236,의원,1,0,0,256.7,101 111 115 114 104,외과  피부과  비뇨의학과  소아청소년과  내과,,,,0,0,,,0,
82,강원도,원주시,의원,01_01_02_P,4190000,PHMA120074190023041100011,20070515,,3,폐업,3,폐업,20090223,,,,033-766-2879,,220000,강원도 원주시 흥업면 흥업리65-16,,,흥업미치과의원,2.00902E+13,I,59:59.0,치과의원,,,치과의원,1,0,0,0,401,치과,,,,0,0,,,0,
83,강원도,원주시,의원,01_01_02_P,4190000,PHMA120074190023041100012,20070523,,3,폐업,3,폐업,20180203,,,,033-746-7850,,220966,강원도 원주시 태장동 688번지 36호,강원도 원주시 현충로58번길 28  2층 (태장동),26325,백세한의원,2.01802E+13,I,59:59.0,한의원,127.9566283,37.3584354,한의원,2,0,0,134,301 302 303 304 305 306 307 308,침구과  사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
84,강원도,원주시,의원,01_01_02_P,4190000,PHMA120174190023041100001,20170104,,3,폐업,3,폐업,20180228,,,,033-764-2879,,,,강원도 원주시 흥업면 남원로 78  2층,26403,서울은혜치과의원,2.01802E+13,I,59:59.0,치과의원,127.9196479,37.30014387,치과의원,1,0,0,168,411 410 409 408 407 406 405 404 403 402,구강악안면외과  치과보철과  치과교정과  소아치과  치주과  치과보존과  구강내과  영상치의학과  구강병리과  예방치과,,,,0,0,,,0,
85,강원도,원주시,의원,01_01_02_P,4190000,PHMA120174190023041100002,20170222,,3,폐업,3,폐업,20170717,,,,033-761-7585,,,,강원도 원주시 서원대로 406  5층 504 505호 (단구동  리더스타워),26484,아이튼튼소아청소년과의원,2.01707E+13,I,59:59.0,의원,127.9489603,37.32738598,의원,1,0,0,182.5,114 113 111 101,내과  소아청소년과  이비인후과  피부과,,,,0,0,,,0,
86,강원도,원주시,의원,01_01_02_P,4190000,PHMA120174190023041100017,20170731,,3,폐업,3,폐업,20180228,,,,033-766-4680,,,,강원도 원주시 남원로 441 (명륜동),26482,서원주연합의원,2.01802E+13,I,59:59.0,의원,127.9390339,37.32243226,의원,1,0,0,284.46,122 120 115 114 113 111 109 105 104 101,내과  외과  정형외과  마취통증의학과  소아청소년과  이비인후과  피부과  비뇨의학과  재활의학과  가정의학과,,,,0,0,,,0,
87,강원도,원주시,의원,01_01_02_P,4190000,PHMA120064190023041100006,20060405,,3,폐업,3,폐업,20170913,,,,033-731-7422,,220963,강원도 원주시 학성동 430번지 5호,강원도 원주시 원일로 206-4 (학성동),26415,(사)노인의료복지경조회성림한의원,2.01709E+13,I,59:59.0,한의원,127.9445192,37.35272461,한의원,1,0,0,98,301 304 307 308 305 302 303 306,한방재활의학과  한방소아과  한방부인과  한방신경정신과  침구과  사상체질과  한방안·이비인후·피부과  한방내과,,,,0,0,,,0,
88,강원도,원주시,의원,01_01_02_P,4190000,PHMA120014190023041100010,20010331,,3,폐업,3,폐업,20180419,,,,033-745-3323,,220961,강원도 원주시 태장2동 1367번지 -2,강원도 원주시 북원로 2706 (태장동),26316,후생한의원,2.01804E+13,I,59:59.0,한의원,127.9472954,37.38248683,한의원,1,0,0,132.54,308 307 306 305 304 303 302 301,한방내과  한방부인과  한방소아과  한방안·이비인후·피부과  한방신경정신과  한방재활의학과  사상체질과  침구과,,,,0,0,,,0,
89,강원도,원주시,의원,01_01_02_P,4190000,PHMA120014190023041100013,20041101,,3,폐업,3,폐업,20120412,,,,033-762-2212,,220041,강원도 원주시 명륜1동 310번지 1호 2 3 4 5층,강원도 원주시 무실로 195 (명륜동 2 3 4 5층),,길메디칼의원,2.01204E+13,I,59:59.0,의원,127.9379322,37.33729654,의원,2,11,11,858.21,105 106 116 101 111 113,이비인후과  소아청소년과  내과  영상의학과  신경외과  정형외과,,,,0,0,,,0,
90,강원도,원주시,의원,01_01_02_P,4190000,PHMA120054190023041100025,20051230,,3,폐업,3,폐업,20101215,,,,033-742-9371,,220956,강원도 원주시 일산동 12번지 23호,강원도 원주시 일산로 49 (일산동),,원주센트럴정형외과의원,2.01012E+13,I,59:59.0,의원,127.9486364,37.34440131,의원,1,10,29,1155,105 106 101 120,재활의학과  내과  신경외과  정형외과,,,,0,0,,,0,
91,강원도,원주시,의원,01_01_02_P,4190000,PHMA120054190023041100014,20050623,,3,폐업,3,폐업,20140404,,,,033-742-9110,,220903,강원도 원주시 중앙동 1번지 -2,강원도 원주시 천사로 231 (중앙동),220903,원주약손한의원,2.01404E+13,I,59:59.0,한의원,127.948444,37.34960831,한의원,1,0,0,98.15,301 302 303 304 305 306 307 308,침구과  사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
92,강원도,원주시,의원,01_01_02_P,4190000,PHMA120054190023041100015,20050623,,3,폐업,3,폐업,20110415,,,,033-731-1175,,220903,강원도 원주시 중앙동 56번지 -44,강원도 원주시 중앙시장길 11 (중앙동),220903,인토본한의원,2.01308E+13,I,59:59.0,한의원,127.9480435,37.34792308,한의원,1,0,0,113.4,301 302 303 304 305 306 307 308,침구과  사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
93,강원도,원주시,의원,01_01_02_P,4190000,PHMA120054190023041100016,20050705,,3,폐업,3,폐업,20090617,,,,033-765-0655,,220000,강원도 원주시 단구동 1511-4,강원도 원주시 서원대로 402 (단구동),220944,수산부인과의원,2.01308E+13,I,59:59.0,의원,127.9485672,37.32765214,의원,1,9,9,643.3,301 302 303 304 305 306 307 308,침구과  사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
94,강원도,원주시,의원,01_01_02_P,4190000,PHMA120014190023041100016,20010526,,3,폐업,3,폐업,20100503,,,,033-734-0083,,220801,강원도 원주시 문막읍 동화리 1542번지 -8,강원도 원주시 문막읍 왕건로 56 (-8),,수치과의원,2.01005E+13,I,59:59.0,치과의원,127.8285759,37.32167244,치과의원,1,0,0,0,401,치과,,,,0,0,,,0,
95,강원도,원주시,의원,01_01_02_P,4190000,PHMA120064190023041100003,20060207,,3,폐업,3,폐업,20090316,,,,033-748-6400,,220000,강원도 원주시 중앙동 82-1,강원도 원주시 평원로 45 (중앙동),220904,중앙성심의원,2.01308E+13,I,59:59.0,의원,127.9507472,37.34723316,의원,1,0,0,138,201,구강악안면외과,,,,0,0,,,0,
96,강원도,원주시,의원,01_01_02_P,4190000,PHMA120054190023041100023,20051110,,3,폐업,3,폐업,20080923,,,,033-766-7073,,220000,강원도 원주시 단구동1515-6,강원도 원주시 남원로534번길 26 (단구동),220944,활인한의원,2.01308E+13,I,59:59.0,한의원,127.9483278,37.32733993,한의원,1,0,0,217,301 302 303 304 305 306 307 308,침구과  사상체질과  한방재활의학과  한방신경정신과  한방안·이비인후·피부과  한방소아과  한방부인과  한방내과,,,,0,0,,,0,
97,강원도,원주시,의원,01_01_02_P,4190000,PHMA120034190023041100003,20030127,,3,폐업,3,폐업,20090120,,,,033-733-2275,,220000,강원도 원주시 단계동114-8(진성빌딩3층),,,미치과의원,2.00901E+13,I,59:59.0,치과의원,,,치과의원,1,0,0,0,401,치과,,,,0,0,,,0,
98,강원도,원주시,의원,01_01_02_P,4190000,PHMA120034190023041100013,20030922,,3,폐업,3,폐업,20120131,,,,033-762-7070,,220947,강원도 원주시 명륜1동 307번지 -18,강원도 원주시 무실로 169 (명륜동),220947,키노주니어치과,2.01308E+13,I,59:59.0,치과의원,127.9396098,37.33838866,치과의원,1,0,0,0,401,치과,,,,0,0,,,0,
99,강원도,원주시,의원,01_01_02_P,4190000,PHMA120084190023041100006,20080226,,3,폐업,3,폐업,20090318,,,,033-732-7582,,220000,강원도 원주시 학성동 311-6,강원도 원주시 원일로 176-1 (학성동),220963,하나의원,2.01308E+13,I,59:59.0,의원,127.9454282,37.35094742,의원,1,7,29,397.68,101 111 104 113 114 115,비뇨의학과  피부과  이비인후과  외과  소아청소년과  내과,,,,0,0,,,0,
100,강원도,원주시,의원,01_01_02_P,4190000,PHMA120084190023041100007,20080228,,3,폐업,3,폐업,20090601,,,,033-761-7582,,220000,강원도 원주시 단구동 143-95,강원도 원주시 서원대로 509 (단구동),220944,효성외과의원,2.01308E+13,I,59:59.0,의원,127.9588707,37.32220817,의원,1,5,29,296.79,104 101 105 111,소아청소년과  정형외과  내과  외과,,,,0,0,,,0,
