번호,시도,시군구명,개방서비스명,개방서비스ID,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지지번주소,소재지도로명주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,경도,위도,위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총종업원수,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
899,강원도,속초시,제과점영업,07_22_18_P,4230000,4230000-121-2016-00001,20160304,,03,폐업,02,폐업,20160630,,,,,72.57,217811,강원도 속초시 조양동 1093번지,,,뚜레쥬르속초조양점,20160704165423,I,2018-08-31 23:59:59.0,제과점영업,,,제과점영업,,,,,,,,,,,,,,N,72.57,,,
900,강원도,삼척시,제과점영업,07_22_18_P,4240000,4240000-121-2016-00002,20160722,,03,폐업,02,폐업,20170206,,,,,38.66,245150,강원도 삼척시 사직동 438-6번지,강원도 삼척시 사직로4길 28-7  1층 (사직동),25930,써니의꼼지락공방,20160811184946,I,2018-08-31 23:59:59.0,제과점영업,129.167835494844,37.429128649200294,제과점영업,,1,기타,,상수도전용,,,,,,,,,N,38.66,,,
901,강원도,삼척시,제과점영업,07_22_18_P,4240000,4240000-121-2014-00002,20141219,,03,폐업,02,폐업,20200108,,,,5731310,3.36,245080,강원도 삼척시 교동 781번지,강원도 삼척시 교동로 95  근린생활동 (교동  코아루타워아파트 ),25911,씨유삼척코아루타워점,20200108131916,U,2020-01-10 02:40:00.0,제과점영업,129.17039244015106,37.44821429562665,제과점영업,,1,아파트지역,,상수도전용,,,,,,,,,N,3.36,,,
902,강원도,삼척시,제과점영업,07_22_18_P,4240000,4240000-121-2015-00003,20150806,,03,폐업,02,폐업,20190627,,,,033 5740218,4.12,245938,강원도 삼척시 남양동 326번지,강원도 삼척시 척주로 18  1층 (남양동),25920,씨유삼척메트로점,20190627170634,U,2019-06-29 02:40:00.0,제과점영업,129.1652285638478,37.44100162917125,제과점영업,,1,,,상수도전용,,,,,,,,,N,4.12,,,
903,강원도,삼척시,제과점영업,07_22_18_P,4240000,4240000-121-2015-00005,20151026,,03,폐업,02,폐업,20180906,,,,,48.33,245080,강원도 삼척시 교동 764-2번지,강원도 삼척시 청석로 42 (교동),25923,제이슨브레드,20180906112815,U,2018-09-06 23:59:59.0,제과점영업,129.17280026053683,37.44489641819504,제과점영업,1,,주택가주변,,상수도전용,,,,,,,,,N,48.33,,,
904,강원도,삼척시,제과점영업,07_22_18_P,4240000,4240000-121-2017-00001,20170811,,03,폐업,02,폐업,20191001,,,,,52.50,245938,강원도 삼척시 남양동 344-4번지,강원도 삼척시 남양길 41-80 (남양동),25929,파리 노크,20191001150806,U,2019-10-03 02:40:00.0,제과점영업,129.17066075778095,37.440144043360085,제과점영업,,,,,,,,,,,,,,N,52.5,,,
905,강원도,정선군,제과점영업,07_22_18_P,4290000,4290000-121-2004-00006,20041215,,03,폐업,02,폐업,20161214,,,,033 5628080,150.00,233804,강원도 정선군 정선읍 봉양리 335-4번지,강원도 정선군 정선읍 봉양5길 26,26130,윤영호베이커리,20111005160631,I,2018-08-31 23:59:59.0,제과점영업,128.66232836734488,37.37666199455237,제과점영업,1,1,기타,,상수도전용,,,,,,,,,N,150,,,
906,강원도,정선군,제과점영업,07_22_18_P,4290000,4290000-121-2005-00001,20050103,,03,폐업,02,폐업,20191114,,,,033 5910082,41.66,233901,강원도 정선군 사북읍 사북리 369-17번지,강원도 정선군 사북읍 사북중앙로 34-3,26153,뚜레쥬르,20191114105850,U,2019-11-16 02:40:00.0,제과점영업,128.81797375434837,37.22408580922239,제과점영업,1,1,기타,,상수도전용,,,,,,,,,N,41.66,,,
907,강원도,정선군,제과점영업,07_22_18_P,4290000,4290000-121-2006-00004,20061205,,03,폐업,02,폐업,20111213,,,,033 5907700,51.62,233811,강원도 정선군 고한읍 고한리 산 1-17번지 밸리,,,크라운베이커리,20081119130953,I,2018-08-31 23:59:59.0,제과점영업,128.84356797800655,37.188015557842384,제과점영업,0,0,,,상수도전용,,,,,,,,,N,51.62,,,
908,강원도,정선군,제과점영업,07_22_18_P,4290000,4290000-121-2014-00001,20140509,,03,폐업,02,폐업,20170113,,,,,25.86,233901,강원도 정선군 사북읍 사북리 294-16번지,강원도 정선군 사북읍 파랑새길 6,26150,원베이커리,20140509093003,I,2018-08-31 23:59:59.0,제과점영업,128.82575113812428,37.219377904302675,제과점영업,,,기타,,상수도전용,,,,,,,,,N,25.86,,,
909,강원도,정선군,제과점영업,07_22_18_P,4290000,4290000-121-2012-00001,20120202,,03,폐업,02,폐업,20161117,,,,,40.89,233870,강원도 정선군 임계면 241-38번지,강원도 정선군 임계면 백두대간로 1335-6,26113,나들가게 임계점,20120202152417,I,2018-08-31 23:59:59.0,제과점영업,128.84739643001922,37.49089623638443,제과점영업,,,,,상수도전용,,,,,,,,,N,40.89,,,
910,강원도,정선군,제과점영업,07_22_18_P,4290000,4290000-121-2012-00002,20120607,,03,폐업,02,폐업,20171130,,,,033 590 6305,52.13,233901,강원도 정선군 사북읍 사북리 424번지,강원도 정선군 사북읍 하이원길 265,26154,카페체리,20171130103706,I,2018-08-31 23:59:59.0,제과점영업,128.81972179399216,37.20974595967668,제과점영업,,,,,상수도전용,,,,,,,,,N,52.13,,,
911,강원도,정선군,제과점영업,07_22_18_P,4290000,4290000-121-2013-00001,20130510,,03,폐업,02,폐업,20150122,,,,033 563 3663,37.23,233872,강원도 정선군 임계면 송계리 758번지,강원도 정선군 임계면 서동로 4549  1층,26110,빵향기가득한,20130514175349,I,2018-08-31 23:59:59.0,제과점영업,128.8489445319163,37.492334156521956,제과점영업,,,,,,,,,,,,,,N,37.23,,,
912,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00003,20010828,,03,폐업,02,폐업,20090309,,,,,23.04,240804,강원도 동해시 발한동 16번지 8통4반,,,소문난빵집,20010828000000,I,2018-08-31 23:59:59.0,제과점영업,,,제과점영업,0,0,,,상수도전용,,,,,,,,,N,23.04,,,
913,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00005,20010828,,03,폐업,02,폐업,20100507,,,,033 5215035,53.14,240200,강원도 동해시 북평동 13-3번지,,,스마일제과북평점,20050420000000,I,2018-08-31 23:59:59.0,제과점영업,129.1255109552516,37.48022235645645,제과점영업,0,0,,,상수도전용,,,,,,,,,N,53.14,,,
914,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00006,20010828,,03,폐업,02,폐업,20090309,,,,033 5327174,31.68,240801,강원도 동해시 발한동 219-5번지,,,시민빵집,20010828000000,I,2018-08-31 23:59:59.0,제과점영업,129.1052947527684,37.5437527217046,제과점영업,0,0,,,상수도전용,,,,,,,,,N,31.68,,,
915,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00007,20010828,,03,폐업,02,폐업,20170926,,,,033 5327246,44.45,240041,강원도 동해시 발한동 597-31번지,강원도 동해시 발한로 81 (발한동),25732,마카롱 하우스,20170926150539,I,2018-08-31 23:59:59.0,제과점영업,129.10083875443863,37.53674737860539,제과점영업,0,0,,,상수도전용,,,,,,,,,N,44.45,,,
916,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00008,20010828,,03,폐업,02,폐업,20091105,,,,033 5355234,36.12,240809,강원도 동해시 천곡동 1058번지 - 16번지,,,천곡베이커리,20030210000000,I,2018-08-31 23:59:59.0,제과점영업,,,제과점영업,0,0,,,상수도전용,,,,,,,,,N,36.12,,,
917,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00009,20010828,,03,폐업,02,폐업,20110613,,,,033 5332753,31.45,240809,강원도 동해시 천곡동 1046번지,,,몽쉘베이커리,20080822160045,I,2018-08-31 23:59:59.0,제과점영업,129.10434364460772,37.516741748720584,제과점영업,0,0,,,상수도전용,,,,,,,,,N,31.45,,,
918,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00010,20010828,,03,폐업,02,폐업,20140602,,,,033 5318855,49.25,240810,강원도 동해시 천곡동 1078-4번지,강원도 동해시 천곡로 56 (천곡동),25761,크라운베이커리중앙점,20140611112629,I,2018-08-31 23:59:59.0,제과점영업,129.1105925241137,37.520829686470904,제과점영업,0,0,,,상수도전용,,,,,,,,,N,49.25,,,
919,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00001,19930716,,03,폐업,02,폐업,20080312,,,,033 5351204,65.95,240809,강원도 동해시 천곡동 1061번지,,,파리바게뜨동해점,20030901000000,I,2018-08-31 23:59:59.0,제과점영업,129.11292659265624,37.519092570568745,제과점영업,0,0,,,상수도전용,,,,,,,,,N,65.95,,,
920,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2001-00002,20010828,,03,폐업,02,폐업,20060911,,,,033 5336789,54.57,240804,강원도 동해시 발한동 16-14번지 7통5반,,,스마일제과,20010828000000,I,2018-08-31 23:59:59.0,제과점영업,129.10781679717192,37.54707853229314,제과점영업,0,0,,,상수도전용,,,,,,,,,N,54.57,,,
921,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2002-00001,20020225,,03,폐업,02,폐업,20140602,,,,5351008,39.80,240813,강원도 동해시 부곡동 66-28번지,강원도 동해시 발한로 71 (부곡동),25732,빵이야기,20140611112713,I,2018-08-31 23:59:59.0,제과점영업,129.10096794638736,37.53596599164698,제과점영업,0,0,,,상수도전용,,,,,,,,,N,39.8,,,
922,강원도,동해시,제과점영업,07_22_18_P,4210000,4210000-121-2003-00001,20030127,,03,폐업,02,폐업,20110816,,,,5338907,45.39,240010,강원도 동해시 천곡동 1077 1077-1번지 번지 삼성상가 104호  205호,,,뚜레주르동해천곡점,20030127000000,I,2018-08-31 23:59:59.0,제과점영업,129.11157090630044,37.520082416149165,제과점영업,0,0,아파트지역,,상수도전용,,,,,,,,,N,45.39,,,
1191,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2010-00005,20100601,,03,폐업,02,폐업,20101208,,,,,117.00,210806,강원도 강릉시 주문진읍 주문리 363-3번지,,,마들랜과자점,20100603100134,I,2018-08-31 23:59:59.0,제과점영업,128.82824208366412,37.8920518966376,제과점영업,1,1,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,117,,,
1192,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2010-00006,20100603,,03,폐업,02,폐업,20150112,,,,033 653 1295,3.30,210140,강원도 강릉시 송정동 1008-7번지,강원도 강릉시 경강로 2398-10 (송정동),25563,(주)조선호텔베이커리강릉점행사매장,20100603142932,I,2018-08-31 23:59:59.0,제과점영업,128.92201928264822,37.76766124450553,제과점영업,,,기타,,상수도전용,,,,,,,,,N,3.3,,,
1193,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2010-00007,20101203,,03,폐업,02,폐업,20120120,,,,,98.00,210050,강원도 강릉시 성남동 97-1번지 2층,,,김인향손찰떡방,20110523173103,I,2018-08-31 23:59:59.0,제과점영업,128.89635487825484,37.750355527415955,제과점영업,,1,유흥업소밀집지역,,상수도전용,,,,,,,,,N,98,,,
1194,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2010-00008,20101220,,03,폐업,02,폐업,20110103,,,,033 653 1255,6.00,210140,강원도 강릉시 송정동 1008-7번지 지하1층,,,조선호텔베이커리,20101220125611,I,2018-08-31 23:59:59.0,제과점영업,128.92201928264822,37.76766124450553,제과점영업,1,,기타,,상수도전용,,,,,,,,,N,6,,,
1195,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2010-00009,20101230,,03,폐업,02,폐업,20110112,,,,,24.50,210955,강원도 강릉시 포남동 1148-3번지,,,곶감앤디자인,20101230165203,I,2018-08-31 23:59:59.0,제과점영업,128.90863981219857,37.763170196795,제과점영업,,1,주택가주변,,상수도전용,,,,,,,,,N,24.5,,,
1196,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2011-00001,20110318,,03,폐업,02,폐업,20120601,,,,033 643 2333,8.00,210924,강원도 강릉시 교동 1808-5번지,,,훼미리마트장미사거리점,20110523173022,I,2018-08-31 23:59:59.0,제과점영업,128.87819875689044,37.76664014232503,제과점영업,,,주택가주변,자율,상수도전용,,,,,,,,,N,8,,,
1197,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2011-00002,20110329,,03,폐업,02,폐업,20140514,,,,033 662 1212,4.00,210801,강원도 강릉시 주문진읍 교항리 116-7번지,강원도 강릉시 주문진읍 주문로 7,25419,바이더웨이주문진점,20110523173153,I,2018-08-31 23:59:59.0,제과점영업,128.82434254772647,37.88172517335518,제과점영업,,1,기타,,상수도전용,,,,,,,,,N,4,,,
1198,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2012-00001,20120112,,03,폐업,02,폐업,20150227,,,,033 642 1070,96.89,210040,강원도 강릉시 성내동 26번지,강원도 강릉시 경강로 2052  2층 (성내동),25538,듀팡알로,20120112171547,I,2018-08-31 23:59:59.0,제과점영업,128.89204570248532,37.7491867692717,제과점영업,,,기타,기타,상수도전용,,,,,,,,,N,96.89,,,
1199,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2012-00002,20120206,,03,폐업,02,폐업,20121121,,,,,59.16,210927,강원도 강릉시 내곡동 464-8번지 103호,강원도 강릉시 범일로 637  103호 (내곡동),25603,베이커리빵마을,20120206150139,I,2018-08-31 23:59:59.0,제과점영업,128.881817261241,37.7412457752807,제과점영업,,,주택가주변,기타,,,,,,,,,,N,59.16,,,
1200,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2012-00010,20121217,,03,폐업,02,폐업,20150202,,,,,43.62,210938,강원도 강릉시 입암동 708-3번지,강원도 강릉시 성덕포남로 45-8 (입암동),25615,팡파미유,20140704144059,I,2018-08-31 23:59:59.0,제과점영업,128.9187770431056,37.756441869177976,제과점영업,,,아파트지역,,상수도전용,,,,,,,,,N,43.62,,,
1201,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2009-00017,20091130,,03,폐업,02,폐업,20120109,,,,033 649 8000,10.60,210933,강원도 강릉시 옥천동 189번지 홈플러스 2층,,,고향떡집,20091130151530,I,2018-08-31 23:59:59.0,제과점영업,128.8980635150293,37.75291368891218,제과점영업,,,기타,,상수도전용,,,,,,,,,N,10.6,,,
1202,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2008-00004,20080917,,03,폐업,02,폐업,20100107,,,,033 642 5135,35.00,210050,강원도 강릉시 성남동 60-10번지,,,크라운베이커리중앙점,20080917093502,I,2018-08-31 23:59:59.0,제과점영업,128.89700031189244,37.750778933667384,제과점영업,1,1,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,35,,,
1203,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2008-00003,20081119,,03,폐업,02,폐업,20190703,,,,033 534 0904,45.75,210834,강원도 강릉시 옥계면 현내리 361-1번지,강원도 강릉시 옥계면 현내시장길 71,25634,이주하베이커리,20190703163859,U,2019-07-05 02:40:00.0,제과점영업,129.0350896653408,37.60645684625778,제과점영업,1,1,기타,기타,상수도전용,,,,,,,,,N,45.75,,,
1204,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2009-00001,20090114,,03,폐업,02,폐업,20181016,,,,033 644 3403,37.80,210957,강원도 강릉시 포남동 1071-9번지,강원도 강릉시 강릉대로443번길 12  1층 2호 (포남동),25485,리또,20181016165700,U,2018-10-18 02:36:00.0,제과점영업,128.9107090598211,37.77102064507132,제과점영업,2,,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,37.8,,,
1205,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2009-00003,20090306,,03,폐업,02,폐업,20160302,,,,033 647 3942,49.00,210930,강원도 강릉시 노암동 324-31번지,강원도 강릉시 노가니길 9-1 (노암동),25588,빵뜨레,20090306161251,I,2018-08-31 23:59:59.0,제과점영업,128.8995582228204,37.746443256400134,제과점영업,1,1,주택가주변,자율,상수도전용,,,,,,,,,N,49,,,
1206,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2009-00004,20090507,,03,폐업,02,폐업,20120516,,,,033 647 7824,85.44,210320,강원도 강릉시 지변동 123번지,,,파리바게트강릉대학점,20100326141719,I,2018-08-31 23:59:59.0,제과점영업,128.86858247563393,37.76722429883319,제과점영업,,2,학교정화(상대),자율,상수도전용,,,,,,,,,N,85.44,,,
1207,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2009-00005,20090522,,03,폐업,02,폐업,20120112,,,,033 642 5353,71.00,210925,강원도 강릉시 내곡동 53-13번지,,,손병욱베이커리내곡점,20090522093829,I,2018-08-31 23:59:59.0,제과점영업,128.88683165214377,37.74370233242354,제과점영업,,,기타,,상수도전용,,,,,,,,,N,71,,,
1208,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2009-00006,20090717,,03,폐업,02,폐업,20100405,,,,033 641 4957,30.00,210939,강원도 강릉시 포남동 1215-6번지,,,강릉솔잎고구마빵,20090717092322,I,2018-08-31 23:59:59.0,제과점영업,128.91612136424766,37.777114010253484,제과점영업,1,1,주택가주변,자율,상수도전용,,,,,,,,,N,30,,,
1209,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2009-00008,20090907,,03,폐업,02,폐업,20110923,,,,033 644 5623,79.31,210932,강원도 강릉시 노암동 618-6번지,,,함영우베이커리,20090907172854,I,2018-08-31 23:59:59.0,제과점영업,128.89259286679408,37.74102798708026,제과점영업,1,1,주택가주변,,상수도전용,,,,,,,,,N,79.31,,,
1210,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2009-00009,20090909,,03,폐업,02,폐업,20110429,,,,033 642 4090,48.96,210933,강원도 강릉시 옥천동 189번지 (617호),,,데어베이커리,20090909153753,I,2018-08-31 23:59:59.0,제과점영업,128.8980635150293,37.75291368891218,제과점영업,1,1,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,48.96,,,
1211,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2010-00001,20100203,,03,폐업,02,폐업,20101026,,,,033 661 4858,70.00,210801,강원도 강릉시 주문진읍 교항리 74-6번지,,,홍창빈베이커리,20100412124748,I,2018-08-31 23:59:59.0,제과점영업,128.8252620239144,37.87800316040947,제과점영업,,,주택가주변,,상수도전용,,,,,,,,,N,70,,,
1212,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2010-00002,20100217,,03,폐업,02,폐업,20100303,,,,,6.60,210140,강원도 강릉시 송정동 1008-7번지 이마트내,,,(주)조선호텔베이커리 데이앤데이 강릉점2,20100217162437,I,2018-08-31 23:59:59.0,제과점영업,128.92201928264822,37.76766124450553,제과점영업,,,기타,,상수도전용,,,,,,,,,N,6.6,,,
1213,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2005-00006,20050302,,03,폐업,02,폐업,20061109,,,,033 6450944,15.25,210935,강원도 강릉시 입암동 431번지,,,부메랑제과,20060321000000,I,2018-08-31 23:59:59.0,제과점영업,128.91106457471625,37.74910729645925,제과점영업,1,1,아파트지역,,지하수전용,,,,,,,,,N,15.25,,,
1214,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2005-00024,20050711,,03,폐업,02,폐업,20180912,,,,,18.20,210150,강원도 강릉시 견소동 201번지,강원도 강릉시 경강로2539번길 11 (견소동),25559,최성우베이커리,20180912164807,U,2018-09-12 23:59:59.0,제과점영업,128.93692574894214,37.7723098122701,제과점영업,1,1,아파트지역,,상수도전용,,,,,,,,,N,18.2,,,
1215,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2005-00001,20050818,,03,폐업,02,폐업,20050906,,,,033 6420352,15.99,210956,강원도 강릉시 포남동 1005-56번지,,,태산분식,20050818000000,I,2018-08-31 23:59:59.0,제과점영업,128.90711774561248,37.759485437852355,제과점영업,0,1,아파트지역,,상수도전용,,0,0,0,0,,0,0,N,15.99,,,
1216,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2005-00026,20051223,,03,폐업,02,폐업,20110321,,,,033 6620042,70.23,210801,강원도 강릉시 주문진읍 교항리 106-7번지,,,케익하우스커플,20051223000000,I,2018-08-31 23:59:59.0,제과점영업,128.82404865549836,37.881370752231796,제과점영업,1,2,유흥업소밀집지역,,상수도전용,,,,,,,,,N,70.23,,,
1217,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2006-00001,20060214,,03,폐업,02,폐업,20091103,,,,033 6454497,27.30,210948,강원도 강릉시 홍제동 138-9번지,,,임희근베이커리,20060214000000,I,2018-08-31 23:59:59.0,제과점영업,128.88536839870932,37.74892793442364,제과점영업,1,1,주택가주변,,상수도전용,,,,,,,,,N,27.3,,,
1218,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2006-00002,20060308,,03,폐업,02,폐업,20111213,,,,,31.38,210924,강원도 강릉시 교동 1861-3번지,,,시루떡전문점,20081223125822,I,2018-08-31 23:59:59.0,제과점영업,128.87967595898326,37.76166019793894,제과점영업,1,1,주택가주변,,상수도전용,,,,,,,,,N,31.38,,,
1219,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2006-00003,20060515,,03,폐업,02,폐업,20071112,,,,033 6513977,66.00,210953,강원도 강릉시 포남동 1175번지,,,윈도우넛도너츠,20060515000000,I,2018-08-31 23:59:59.0,제과점영업,128.9102226590368,37.767287155248255,제과점영업,0,0,기타,,상수도전용,,,,,,,,,N,66,,,
1220,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2006-00004,20060713,,03,폐업,02,폐업,20070213,,,,033 6427888,33.15,210937,강원도 강릉시 입암동 557-1번지,,,본아베떼베이커리,20101222111559,I,2018-08-31 23:59:59.0,제과점영업,128.91161056360494,37.7568500860539,제과점영업,1,1,주택가주변,,상수도전용,,,,,,,,,N,33.15,,,
1221,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2006-00005,20060718,,03,폐업,02,폐업,20131209,,,,033 641 8987,45.15,210935,강원도 강릉시 입암동 240-2번지 101호,강원도 강릉시 성덕로 316-15  101호 (입암동),25616,몹시,20110811145810,I,2018-08-31 23:59:59.0,제과점영업,128.9199511672737,37.75245604611372,제과점영업,1,1,아파트지역,,상수도전용,,,,,,,,,N,45.15,,,
1222,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2006-00007,20060911,,03,폐업,02,폐업,20081023,,,,033 6457953,37.80,210924,강원도 강릉시 교동 1891-10번지,,,킴스쁘레,20060911000000,I,2018-08-31 23:59:59.0,제과점영업,128.87386149391077,37.75999645540734,제과점영업,0,0,기타,,상수도전용,,,,,,,,,N,37.8,,,
1223,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2006-00009,20061108,,03,폐업,02,폐업,20070723,,,,,40.75,210939,강원도 강릉시 포남동 1247-6번지,,,부메랑제과,20101222111909,I,2018-08-31 23:59:59.0,제과점영업,128.91353772568874,37.7751330887242,제과점영업,1,1,주택가주변,,상수도전용,,,,,,,,,N,40.75,,,
1224,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2009-00010,20091009,,03,폐업,02,폐업,20150907,,,,033 655 7770,18.00,210050,강원도 강릉시 성남동 50번지,강원도 강릉시 금성로 21 (성남동),25543,고향떡집,20120208145836,I,2018-08-31 23:59:59.0,제과점영업,128.8980068385545,37.75123341734642,제과점영업,1,1,기타,,상수도전용,,,,,,,,,N,18,,,
1225,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2009-00011,20091009,,03,폐업,02,폐업,20091021,,,,033 653 1295,6.60,210140,강원도 강릉시 송정동 1008-7번지,,,데이앤데이강릉점2,20091009175938,I,2018-08-31 23:59:59.0,제과점영업,128.92201928264822,37.76766124450553,제과점영업,1,,기타,,상수도전용,,,,,,,,,N,6.6,,,
1228,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2007-00008,20071203,,03,폐업,02,폐업,20100430,,,,033 6482667,56.44,210927,강원도 강릉시 내곡동 470-15번지,,,빵장수야곱,20071203153106,I,2018-08-31 23:59:59.0,제과점영업,128.8810624513711,37.74221865670662,제과점영업,1,2,아파트지역,자율,상수도전용,,,,,,,,,N,56.44,,,
1229,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-1999-00023,19991217,,03,폐업,02,폐업,20020510,,,,033 6455235,46.80,210920,강원도 강릉시 교동 6-3번지,,,태양제과점,20020513000000,I,2018-08-31 23:59:59.0,제과점영업,,,제과점영업,1,1,주택가주변,,상수도전용,,,,,,,,,N,46.8,,,
1230,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2000-00029,20000121,,03,폐업,02,폐업,20060116,,,,033 6454497,40.90,210948,강원도 강릉시 홍제동 63-3번지,,,임희근베이커리,20020308000000,I,2018-08-31 23:59:59.0,제과점영업,128.88663050181543,37.74920583967036,제과점영업,1,2,기타,,상수도전용,,,,,,,,,N,40.9,,,
1231,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2000-00027,20000331,,03,폐업,02,폐업,20160701,,,,033 6522855,61.40,210935,강원도 강릉시 입암동 106번지,강원도 강릉시 성덕포남로 67 (입암동),25578,손병욱베이커리 2호점,20140714153904,I,2018-08-31 23:59:59.0,제과점영업,128.91708351010885,37.757581281105644,제과점영업,0,0,기타,,상수도전용,,,,,,,,,N,61.4,,,
1232,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2000-00024,20000428,,03,폐업,02,폐업,20130408,,,,033 6477824,49.70,210320,강원도 강릉시 지변동 123번지,강원도 강릉시 죽헌길 7 (지변동),25457,동큐제과강릉대점,20050311000000,I,2018-08-31 23:59:59.0,제과점영업,128.86858247563393,37.76722429883319,제과점영업,0,0,기타,,상수도전용,,,,,,,,,N,49.7,,,
1233,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2000-00020,20000512,,03,폐업,02,폐업,20021204,,,,033 6470495,21.30,210955,강원도 강릉시 포남동 1152-5번지,,,그랜드제과,20020304000000,I,2018-08-31 23:59:59.0,제과점영업,128.90653666755276,37.76272516819045,제과점영업,1,1,기타,,상수도전용,,,,,,,,,N,21.3,,,
1234,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2000-00021,20000522,,03,폐업,02,폐업,20061103,,,,033 6410205,33.60,210924,강원도 강릉시 교동 1747번지 부영상가1층101,,,골든베이커리,20020524000000,I,2018-08-31 23:59:59.0,제과점영업,128.8829469366618,37.76719373336711,제과점영업,1,1,기타,,상수도전용,,,,,,,,,N,33.6,,,
1235,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2000-00037,20000526,,03,폐업,02,폐업,20010214,,,,033 6620080,32.00,210801,강원도 강릉시 주문진읍 교항리 72-16번지,,,맘모스베이커리,20020423000000,I,2018-08-31 23:59:59.0,제과점영업,128.82555029270551,37.8785415351473,제과점영업,0,0,주택가주변,,상수도전용,,,,,,,,,N,32,,,
1236,강원도,강릉시,제과점영업,07_22_18_P,4200000,4200000-121-2000-00028,20000530,,03,폐업,02,폐업,20031226,,,,033 6451020,39.60,210920,강원도 강릉시 교동 133번지,,,이드프랑베이커리,20021101000000,I,2018-08-31 23:59:59.0,제과점영업,128.89991889891868,37.76090186945326,제과점영업,0,0,기타,,상수도전용,,,,,,,,,N,39.6,,,
